"id","jira_parent_id",candidate_id,"project_id","ticket_number","interview_number","interview_type","interview_technology","interview_language","interview_seniority_level","task_status","task_created_date","interview_date","subjective_readiness","interviewer_comment","project_name"
1508,486,873,488,SPT-14435,2,TECH,Android,ENGLISH,,DONE,"2022-06-21 03:45:07","2022-06-22 02:00:00",85.0,"Сильные стороны:  Tests

Слабые стороны: Koin 

",Space (Neobank)
1511,139,2927,1122,SPT-14432,3,TECH,NodeJs,ENGLISH,M1,CANCEL,"2022-06-21 03:01:20","2022-06-23 06:00:00",,"Сильные стороны:

Слабые стороны:

",Madkhol
1513,541,7614,66,SPT-14429,2,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-06-20 13:44:23","2022-06-22 05:00:00",90.0,"Сильные стороны: теория тестирования

Слабые стороны: самопрезентация, немного приходится подсказывать по ситуационным вопросам

",Альфа-банк
1514,541,7614,66,SPT-14427,4,TECH,QAAutomationJava,RUSSIAN,,DONE,"2022-06-20 13:15:20","2022-06-23 08:00:00",70.0,"Сильные стороны:
Java Core
Слабые стороны:

",Альфа-банк
1515,363,7767,335,SPT-14426,2,TECH,Java,RUSSIAN,,DONE,"2022-06-20 12:31:25","2022-06-22 02:30:00",95.0,"Сильные стороны: Core, Spring, Hibernate, Kafka

Слабые стороны: OpenShift

",Сбер РБ - Домклик
1522,557,8876,935,SPT-14412,2,TECH,QAAutomationFlutter,RUSSIAN,,DONE,"2022-06-20 10:44:39","2022-06-22 10:00:00",10.0,"Сильные стороны: 

Слабые стороны: необходимо ускорить изучение dart/flutter

",LigaStavok.TM
1524,372,7776,66,SPT-14406,2,TECH,SystemAnalyst,RUSSIAN,J1,DONE,"2022-06-20 10:29:15","2022-06-21 08:00:00",60.0,"Какому уровню соответствует кандидат (J1,J2,J3,M1,M2,M3,S): SA  j3 / ВА j3 

Общее впечатления после интервью:  Хорошие  софт-скилы, говорит спокойной и четкой выражает мысль. Если не знает ответа на вопрос, пробует выиграть время на подумать, путем вливания информации не касающейся вопроса, но касающейся темы вопроса, что увеличивает время опроса и дает возможность капнуть глубже.
Может участвовать в:
- сборе требований
- согласовании требований
- работа с изменениями в требованиях (под наблюдением)
- проектировании БД (под наблюдением)
- интеграциях (под наблюдением, знания теоретические)
- моделировании процессов в нотации bpmn, uml
",Альфа-банк
1525,196,3589,66,SPT-14403,2,TECH,React,RUSSIAN,J1,DONE,"2022-06-20 10:24:37","2022-06-22 08:00:00",80.0,"Слабые стороны: мало опыта в коммерческих проектах, стоит повторить/поизучать некоторые темы более основательно

",Альфа-банк
1527,180,2891,679,SPT-14396,2,TECH,React,ENGLISH,J2,DONE,"2022-06-20 08:57:46","2022-06-22 11:00:00",60.0,"Сильные стороны: Хорошие теоретические знания по ключевым темам (за исключением CSS), чётко формулирует ответы, приятно общаться. На неудобные вопросы реагирует спокойно.

Слабые стороны: большие проблемы с лайв-кодингом, к сожалению ни одной задачи решить не удалось, так же есть заметные пробелы по CSS

",IPF digital
1528,226,3294,376,SPT-14395,3,TECH,QAAutomationPython,RUSSIAN,J2,DONE,"2022-06-20 08:54:35","2022-06-23 11:00:00",70.0,"Сильные стороны:
Подготовка теоретически хороша. разобраны множество вопрос касающихся автоматизации на Python, построения фреймворка, архитектуры и всевозможной теории.
Слабые стороны:
Основной негатив заключается в  том, что у Арсения нет банальной практики в данной работе и всвязи с тем, что вскрылись текущем деманде требования как к SDET, считаю что он не сможет справиться с обязанностями к по данной позиции: SDET - нет, M2-AQA - да.
",Exness
1529,178,4372,679,SPT-14394,2,TECH,React,ENGLISH,J3,CANCEL,"2022-06-20 08:40:59","2022-06-23 11:00:00",,"Сильные стороны:

Слабые стороны:

",IPF digital
1531,187,1984,883,SPT-14392,2,TECH,Java,ENGLISH,J2,DONE,"2022-06-20 08:17:31","2022-06-21 09:00:00",80.0,"Достойный кандидат для даной позиции, хорошо знает многопоточку, кор джаву, спринг, стандартные билд тулы, гит",Qatar National Bank
1533,404,10735,1024,SPT-14390,2,TECH,NodeJs,ENGLISH,M2,DONE,"2022-06-20 08:12:05","2022-06-22 11:00:00",85.0,"Сильные стороны:
- владает интсрументами 
- знает как решать задачи пакетами, библиотеками и т.д.
Слабые стороны:
- слабо как для S  теоритически подкован
- Не всегда может изложить концепцию, которая лежит в основе той или иной билиотекте
- ответ начинает с описания библиотеки\пакета, а не концепции на основе которой он сделан
Видео:
https://spt-storage.andersenlab.dev/s/renPKYa4E9wKzHR
https://spt-storage.andersenlab.dev/s/MNwzeRHkRgzGmt6",Enersis
1534,8,9200,66,SPT-14386,2,TECH,iOS,RUSSIAN,,DONE,"2022-06-20 07:12:09","2022-06-22 11:00:00",85.0,"Сильные стороны: Знает теорию, если внимательна то находит решение (но сомневается)

Слабые стороны: спешит/невнимательна (иногда знает теорию, но пишет другое)

",Альфа-банк
1535,538,4925,954,SPT-14384,3,TECH,QAAutomationJava,ENGLISH,J2,DONE,"2022-06-20 06:26:55","2022-06-21 06:00:00",70.0,"Сильные стороны:
На вопросы, которые знает ответ - отвечает уверенно, чётко
Умеет выпутываться с сложных ситуаций
Хорошая база по знаниям проекта
Слабые стороны:
Есть некоторые пробелы в знаниях с API
Self-presentation по новой CV не готова
",Backbase
1536,204,1799,261,SPT-14381,2,TECH,React,ENGLISH,M1,DONE,"2022-06-20 06:04:24","2022-06-22 06:00:00",78.0,"Сильные стороны:
Virtual DOM
Fiber
Reconciliation
React Optimizations
How to choose state manager
Redux
Redux hooks
Pure Function
Thunk/ Saga
What is good function for you?
What is immutability for you?
Custom hooks rules
TS Types
TS Utilities
Js Closure

Слабые стороны:
Storybook
Middleware
Data normalization
React hooks rules
Types vs Interface
TS type guards
",BIKE24
1537,208,11688,667,SPT-14379,2,TECH,dotNET,ENGLISH,M3,DONE,"2022-06-20 05:48:47","2022-06-21 11:00:00",84.0,"Сильные стороны:
Great understanding of .NET and C#

Слабые стороны:
No cloud experience, no IoT experience (needed for this customer)
",JTI (Japan Tobacco International)
1540,53,4205,882,SPT-14372,2,TECH,QAAutomationJava,ENGLISH,J3,DONE,"2022-06-20 04:37:35","2022-06-20 06:00:00",90.0,"Сильные стороны:
доработал самопрезентацию
более уверенные ответы
Слабые стороны:
долгое время самопрезентации
",Global Shares Ireland Limited
1541,345,1824,66,SPT-14371,2,TECH,SystemAnalyst,RUSSIAN,M1,DONE,"2022-06-20 04:04:35","2022-06-21 03:00:00",80.0,"Сильные стороны: Опыт проектной работы в качестве бизнес аналитика. На нескольких проектах также совмещал обязанности БА и СА. Опыт анализа и описания требований , связанных с изменениями на стороне UI, back-end, БД. Опыт работа с интеграциями. Знание различных артефактов для документирования требований: SRS, user story, use case, AC.  Опыт работы с реляционными (PostgreSQL) и нереляционными БД(MongoDB).

Слабые стороны:
1) Основной минус - наблюдается проблема отвечать на практические задачи (кейсы). Ответы формирует нелогично, неструктурировано: при проработке кейса не задает дополнительных вопросов, чтобы получить дополнительную информацию о контексте, сразу пытается рассказать про детали реализации, при этом не объясняя почему выбрал именно такой подход; при этим наблюдается явное отсутствие практики проектирования сервисов, интеграций - объясняет свои мысли с крайне высокой абстракцией
2) SOAP сервисы. WSDL/XSD
3) Методики (стандарты) описание REST API - OpenAPI 3.0
4) Структура https запроса.
5) Статус коды http ответов - в частности знать разницу между 301/302, 401/403, 408/504. 
5) Ограничения  в реляционных таблицах 
6) SQL команды (давно не использовал на практике)

",Альфа-банк
1542,270,6123,1047,SPT-14370,2,TECH,BusinessAnalyst,RUSSIAN,,DONE,"2022-06-20 03:57:34","2022-06-21 10:00:00",70.0,"Сильные стороны: Знает структуру SRS, VS составляла данные артефакты в рамках учебного проекта. Использует BPMN для моделирования бизнес процессов (однако есть пробелы в знаниях элементов нотации). Знает принципы работы по Agile. Знает терминологию: dwh, data lake, data mart, однако весьма верхнеуровнево 

Слабые стороны:
1) Темы относительно построения datapiplines
2) Ряд вопросов по DWH, Data lake, Data mart остались без ответов. 3) 3) 3) При рассказе о своем опыте нужно сделать больший уклон на описание обязанностей аналитика
",Accenture Russia
1543,347,3218,935,SPT-14368,2,TECH,SystemAdministrator,RUSSIAN,J3,DONE,"2022-06-20 03:44:35","2022-06-22 12:00:00",90.0,"Сильные стороны:
знаком с джирой задолго до проекта
обучаемость
Слабые стороны:
нужна практика",LigaStavok.TM
1545,289,4898,550,SPT-14365,2,TECH,Angular,ENGLISH,,DONE,"2022-06-19 11:52:10","2022-06-21 07:00:00",50.0,"Weak sides: candidate explains things in English very verbosely, and in most cases, this verbosity doesn't contain the answer to the question (in Russian he was answering better). The candidate doesn't have practical experience with elasticsearch.",Reuter Gruppe
1547,307,1876,66,SPT-14363,2,TECH,React,RUSSIAN,,DONE,"2022-06-19 06:02:33","2022-06-20 10:00:00",85.0,"Сильные стороны: на все вопросы отвечал уверенно. Было пару ошибок, которые сразу исправил

Слабые стороны: особых минусов нету. Хотел, чтобы ему провели ещё один прогон с доп. вопросами
",Альфа-банк
1549,363,7767,335,SPT-14361,3,TECH,Java,RUSSIAN,,CANCEL,"2022-06-17 16:47:42","2022-06-24 10:00:00",,"Сильные стороны:

Слабые стороны:

",Сбер РБ - Домклик
1550,247,2126,270,SPT-14360,2,TECH,Java,RUSSIAN,,DONE,"2022-06-17 12:53:25","2022-06-21 06:30:00",85.0,"Сильные стороны:
Хороший кандидат с опытом, может поддержать разговор по многим темам
Слабые стороны:
нужно подготовиться по типичным вопросам по теории
",M10 (PayPoint)
1552,252,1793,270,SPT-14357,2,TECH,Java,RUSSIAN,,DONE,"2022-06-17 12:37:05","2022-06-20 11:00:00",95.0,В целом - кандидат готов к собеседованиям на уровень М3-S1. Имел опыт с Kotlin что будет большим плюсом для заказчика.,M10 (PayPoint)
1553,123,3204,16,SPT-14355,2,TECH,Java,RUSSIAN,,DONE,"2022-06-17 11:54:03","2022-06-27 06:00:00",75.0,"Сильные стороны:
Хорошая теория
Слабые стороны:
JMM, путается в определениях, но знает об этом и исправится
",Яндекс Медиалаб
1557,282,6734,335,SPT-14351,2,TECH,Java,RUSSIAN,,DONE,"2022-06-17 11:25:56","2022-06-20 03:30:00",90.0,"Сильные стороны: Java Core, Spring, Algorithms

Слабые стороны: Architecture, Build Tools, Multithreading

",Сбер РБ - Домклик
1558,239,4107,270,SPT-14350,2,TECH,AutomationJava,RUSSIAN,,CANCEL,"2022-06-17 11:25:10","2022-06-21 08:00:00",,"Сильные стороны:

Слабые стороны:

",M10 (PayPoint)
1559,142,1589,195,SPT-14349,2,TECH,Java,RUSSIAN,J1,DONE,"2022-06-17 11:14:05","2022-06-21 03:30:00",80.0,"Сильные стороны: Spring Core

Слабые стороны: Hibernate

",Философия ИТ
1560,357,8516,335,SPT-14345,2,TECH,Java,RUSSIAN,,DONE,"2022-06-17 10:55:59","2022-06-21 03:00:00",70.0,"Сильные стороны: Core Java

Слабые стороны: Hibernate, Spring Boot

",Сбер РБ - Домклик
1562,298,4983,954,SPT-14343,1,TECH,Android,ENGLISH,M3,DONE,"2022-06-17 10:14:46","2022-06-24 08:00:00",60.0,"Сильные стороны:
Темы, на вопросы о которых были даны ответы, проработаны неплохо
Солидный опыт разработки
Более-менее сносный англ 
Слабые стороны:
С вопросами до прогона не ознакомился, потому примерно на половину не ответил
Английский стоит улучшать и далее, т.к. видно отсутствие постоянной
разговорной практики
В целом, как минимум, второй прогон необходим",Backbase
1563,332,10108,444,SPT-14340,2,TECH,iOS,RUSSIAN,,DONE,"2022-06-17 09:55:08","2022-06-21 03:00:00",65.0,"Сильные стороны:
Хорошо с многопоточностью, не плохо с гитом
Слабые стороны:
Есть много пробелов в базовых понятиях
",Team Force
1564,139,2927,1122,SPT-14339,2,TECH,NodeJs,ENGLISH,M1,DONE,"2022-06-17 09:52:58","2022-06-20 06:00:00",75.0,"Сильные стороны:
Hooks rules
Custom hooks example
Pure function
React fiber
HOC
NodeJs однопоточный?
Nodejs benefits
What are blocking and non-blocking functions?
First class function in JS
Nodejs Reactor
What Nodejs framework do you use?
Compare plz ExpressJs and NestJs
Define ""nextTick"" function in Node.js?
Explain the term ""fork"" in Node.js?
What is the child_process?
Explain how you will truncate a file with Node?
EventEmitter 
Distinguish between readFile and createReadStream in Node.js?
NodeJs control Flow
How do you open file in nodeJs?
Event Loop (Libuv)
How will you use clustering techniques to improve Node.js performance?
nodeJs optimizations

Слабые стороны:
How will you link distributed systems with Node.js?
Explain Node.js workflow?
How do you debug code?
Garbage Collector
",Madkhol
1567,179,934,376,SPT-14332,2,TECH,QAAutomationPython,RUSSIAN,M1,DONE,"2022-06-17 08:45:12","2022-06-21 11:00:00",75.0,"Сильные стороны:
много практического опыта, может объяснить любую ситуацию
Слабые стороны:
не всегда может применить знания, чтобы разговорить приходится задавать наводящие вопросы.
",Exness
1568,226,3294,376,SPT-14329,2,TECH,QAAutomationPython,RUSSIAN,J2,DONE,"2022-06-17 08:36:00","2022-06-20 11:00:00",75.0,"Сильные стороны:
достаточно хорошая теор база 
Слабые стороны:
отсутствие работы по флоу реальных проектов
",Exness
1569,460,10104,270,SPT-14328,2,TECH,Flutter,RUSSIAN,,DONE,"2022-06-17 08:33:50","2022-06-20 11:00:00",75.0,"Сильные стороны:
Кандидат проявил хорошо, необходимо подтянуть технический часть

Слабые стороны:
Техническая часть, знания flutter ""под капотом""

",M10 (PayPoint)
1573,118,12189,259,SPT-14320,2,TECH,NodeJs,ENGLISH,M3,DONE,"2022-06-17 08:12:10","2022-06-23 06:00:00",85.0,"Сильные стороны: кандидат подтянул знания по TS, так же чуть почитал, изучил NestJs

Слабые стороны: нужно подробнее почитать про настройку и работу продакшен приложения, почитать какие инструменты используются для сбора метрик и error trace на реальном сервере

",Yara International
1574,485,3909,1047,SPT-14318,2,TECH,BusinessAnalyst,RUSSIAN,,DONE,"2022-06-17 08:02:10","2022-06-21 05:00:00",60.0,"Сильные стороны: хорошо ориентируется в CV, подробно отвечает на вопросы об обязанностях на проекте, процессах извлечения, анализа, документирования требований.

Слабые стороны: банкинг, теория по DWH, agile-фреймворки.

",Accenture Russia
1575,126,2233,793,SPT-14317,2,TECH,QAAutomationCsharp,RUSSIAN,M1,DONE,"2022-06-17 07:39:43","2022-06-23 10:00:00",60.0,"Очень не плохо, нужно для подготовки изучить docker, AWS основные сервисы, kibana/grafana, настройку пайплайнов с нуля, создание nuget package, k8s. Так же опросить по блокам тест документация, БД				

Сильные стороны: работа с UI тестами, ооп, nunit",IHS
1577,155,998,793,SPT-14314,2,TECH,QAAutomationCsharp,RUSSIAN,M1,DONE,"2022-06-17 07:31:14","2022-06-22 10:00:00",50.0,"Кандидат не готов к прохождению интервью, прогресса не увидел после 2го прогона. Указанные темы после первого прогона не были изучены или плохо изучены
",IHS
1579,358,6674,1007,SPT-14310,2,TECH,Java,ENGLISH,S1,DONE,"2022-06-17 07:15:10","2022-06-20 11:00:00",55.0,"Сильные стороны:
Базовые знания java
Базовые знания spring boot2
Базовые знания тестирования на java

Слабые стороны:
Знания Camunda engine и API

",RCI Banque S.A. Niederlassung Deutschland
1580,483,2048,1073,SPT-14309,2,TECH,NodeJs,ENGLISH,J3,DONE,"2022-06-17 07:06:34","2022-06-22 07:00:00",80.0,"Strong sides: good soft skills and theoretical knowledge

Weak sides: don't have too much experience with the fronted and with React in particular
",Mondia group
1581,85,4421,1157,SPT-14308,2,TECH,Java,RUSSIAN,J3,DONE,"2022-06-17 07:02:25","2022-06-20 05:00:00",50.0,"Делали упор на задачки, с ними справляется слабо, рекомендация попрактиковаться с помощью eetcode				

",ПАО Банк «ФК Открытие»
1582,412,2854,186,SPT-14304,2,TECH,UXUI,ENGLISH,M1,CANCEL,"2022-06-17 06:52:18","2022-06-20 12:00:00",,"Сильные стороны:

Слабые стороны:

",Yieldbird
1584,229,4881,396,SPT-14300,2,TECH,SystemAnalyst,RUSSIAN,,DONE,"2022-06-17 06:13:27","2022-06-20 11:00:00",80.0,"Сильные стороны: Опыт работы в качестве СА. Опыт  разработки и ведения проектной документации: ТЗ, ТДР, БДР. Опыт проектирования реляционных и нереляционных БД. Знание и использование BPMN, ERD в процессе моделирования. Хорошие знания SQL. Знание различные методов аутентификации

Слабые стороны:
1) Сетевые технологи (крайне важно для проектов Ростелеком)
2) Неуверенный ответ относительно проектирования REST API: ответ крайне не структурирован + нужно повторить статус коды 
",Ростелеком #2
1585,59,478,195,SPT-14297,2,TECH,Angular,RUSSIAN,J2,DONE,"2022-06-17 05:23:44","2022-06-20 05:30:00",90.0,"Alexander responded well this time. I think the candidate is ready for the interview. 
",Философия ИТ
1587,576,1917,940,SPT-14294,2,TECH,PHP,RUSSIAN,M1,DONE,"2022-06-17 05:13:18","2022-06-21 10:00:00",90.0,"Сильные стороны:
Ответы достаточно уверенные, умеет хорошо рассуждать, если не было в какой-то сфере опыта в PHP, может рассказать про аналогичный опыт в другом языке.

Слабые стороны:
Мало практического опыта с Symfony, необходимо освежать знания.

Рекомендую провести еще один прогон и можно отправлять к клиенту. Текущий уровень соответствует M3+.",Банки.ру
1591,135,800,954,SPT-14281,2,TECH,Java,ENGLISH,M3,DONE,"2022-06-17 00:46:03","2022-06-21 12:00:00",91.0,"Сильные стороны:
разносторонние уверенные знания
Слабые стороны:
долго формулирует ответ (но отвечает правильно)
",Backbase
1592,14,7646,1157,SPT-14276,2,TECH,QAPerformance,RUSSIAN,,CANCEL,"2022-06-16 18:06:30","2022-06-27 04:00:00",,"Сильные стороны:

Слабые стороны:

",ПАО Банк «ФК Открытие»
1594,188,1592,888,SPT-14273,2,TECH,Java,ENGLISH,M2,CANCEL,"2022-06-16 12:46:15","2022-06-20 10:00:00",,"Сильные стороны:

Слабые стороны:

",Allianz Partners
1597,198,11455,750,SPT-14270,2,TECH,dotNET,ENGLISH,M2,DONE,"2022-06-16 11:58:35","2022-06-20 07:00:00",95.0,"Сильные стороны:
Great and deep understanding of required technologies: C#, .NET, WebAPI, REST, SQL
Слабые стороны:
Only theoretical knowledge for some technologies (docker, oauth)
",ANIXE
1601,23,6703,195,SPT-14258,2,TECH,Java,RUSSIAN,,DONE,"2022-06-16 10:08:27","2022-06-20 06:00:00",85.0,"Сильные стороны: Java Core, Spring Core

Слабые стороны: Hibernate, Spring Boot

",Философия ИТ
1603,154,1055,584,SPT-14247,2,TECH,ProjectManagement,ENGLISH,M2,CANCEL,"2022-06-16 09:03:15","2022-06-22 09:00:00",,"Сильные стороны:

Слабые стороны:

",Rezolve
1604,531,2681,66,SPT-14237,2,TECH,Java,RUSSIAN,J3,DONE,"2022-06-16 07:23:30","2022-06-27 03:00:00",80.0,"Сильные стороны:
Хорошие базовые знания
Слабые стороны:
Лайфкодинг
",Альфа-банк
1605,304,7790,101,SPT-14234,2,TECH,Android,RUSSIAN,,DONE,"2022-06-16 06:57:50","2022-06-23 07:00:00",85.0,"Прогон был как по теоретической так и по практической частям

Сильные стороны:
java basics, java collections, java memory, kotlin coroutines basics, android activity and fragments, android background work, android vew lifecycle, android basics, rxjava basics

Слабые стороны:
java: executors, как избавиться от deadlock; kotlin: exceptions и delegates; rxjava: reduce vs scan
",Тинькофф Банк
1606,364,1106,538,SPT-14232,2,TECH,React,ENGLISH,,DONE,"2022-06-16 06:43:17","2022-06-21 11:00:00",55.0,"Сильные стороны: Есть базовые знания теории, решил одну задачу на лайв кодинге

Слабые стороны: Не хватает некоторых критических знаний по теории + сложная чуть более сложная задача на лайв кодинге не была решена и сугубо субъективное мнение - нужно подтянуть софт скилы

",Sternwald Group
1607,162,3628,396,SPT-14226,2,TECH,Android,RUSSIAN,,DONE,"2022-06-16 06:15:41","2022-06-21 03:30:00",70.0,"Сильные стороны: Паттерны проектирования, потоки Android, отличие MVP и MVVM

Слабые стороны: Коллекции, коррутины, Moxy, Dagger 2

",Ростелеком #2
1608,55,2794,550,SPT-14221,2,TECH,NodeJs,ENGLISH,,DONE,"2022-06-16 05:51:56","2022-06-22 09:00:00",70.0,"Strong sides: good knowledge of JS core

Weak sides: it takes a lot of additional questions to get the candidate talking. Also, the candidate needs to better understand ElasticSearch in order to meet vacancy requirements",Reuter Gruppe
1611,245,4393,396,SPT-14209,2,TECH,Android,RUSSIAN,,DONE,"2022-06-16 03:59:37","2022-06-20 03:30:00",70.0,"Сильные стороны:
Основные компоненты Android, Коллекции, фичи котлина
Слабые стороны:
Паттерны проектирования, Coroutines, Handler, Moxy
",Ростелеком #2
1612,163,4664,954,SPT-14204,2,TECH,QAAutomationJava,ENGLISH,J3,DONE,"2022-06-15 14:28:43","2022-06-21 08:00:00",70.0,"Подскребкин Евгений has 2 years in test automation with Java+JUnit/TestNG+Applum/Selenium+Maven/Gradle+Jenkins. Has a strong experience in web testing and mobile with Appium for both platforms + remove device farms. No familiar with test parallelisation and CI configuration. Recommendation: recall test design techniques, refresh sql syntax and API testing skills with RestAssured/Retrofit, refresh Java Core(functional interface, iterators)				

",Backbase
1617,100,4822,882,SPT-14186,2,TECH,QAManual,ENGLISH,M1,DONE,"2022-06-15 10:33:55","2022-06-20 04:00:00",95.0,"Сильные стороны: подтянула проблемные моменты, теория

Слабые стороны: долгая самопреза
Прогонов больше не надо

",Global Shares Ireland Limited
1618,66,7671,195,SPT-14177,2,TECH,Angular,RUSSIAN,,DONE,"2022-06-15 09:28:26","2022-06-21 06:00:00",95.0,Marat answered the questions confidently. I think he can be sent for an interview after he has completed all the new recommendations.,Философия ИТ
1620,200,6749,1102,SPT-14157,2,TECH,QAManual,ENGLISH,M1,DONE,"2022-06-15 07:00:39","2022-06-20 08:00:00",90.0,"Сильные стороны: теория

Слабые стороны: ТД, сейф зоны

",Fressnapf Tiernahrungs
1623,3,2086,66,SPT-14146,2,TECH,Android,RUSSIAN,J1,DONE,"2022-06-15 04:31:30","2022-06-24 02:00:00",92.0,"Сильные стороны: Хорошо подтянул знания по пробелам. Грамотная речь.

Слабые стороны:

",Альфа-банк
1624,290,10646,882,SPT-14136,2,TECH,DevOps,ENGLISH,M3,CANCEL,"2022-06-14 13:43:03","2022-06-21 10:00:00",,"Сильные стороны:

Слабые стороны:

",Global Shares Ireland Limited
1631,262,3370,242,SPT-14041,2,TECH,React,ENGLISH,M1,DONE,"2022-06-13 09:38:28","2022-06-21 08:00:00",92.0,"Сильные стороны:
Virtual DOM
Reconciliation
React Fiber
Reach optimization
(Custom) hooks rules
How to choose state manager
Why is reducer a pure function
Pure function and side effects
Middleware
Closure
Event Loop
Promise/ static methods/ async await
Css non conflict ability
Hoisting
JSON
How to create a clone of an object

Слабые стороны:
React Routing and its hooks
Redux data normalization
",Moonfare
1632,6,4939,101,SPT-13971,2,TECH,Java,RUSSIAN,M1,DONE,"2022-06-10 05:43:52","2022-06-17 07:00:00",70.0,"Сильные стороны:
""Теория неплохо, пару пробелов по иммутабильности и BPP. Практика хорошо, но рекомендую потренироваться в решении задач на алгоритмы и код-ревью

Рекомендую повторить BPP, реализацию иммутабильности, циклические зависимости в спринге, посмотреть инструменты для траблшутинга(grafana, prometheus)

Рекомендую еще прогон по теории(затронуть все недочеты прошлых прогонов) + практике""
Слабые стороны:
",Тинькофф Банк
1633,319,1984,954,SPT-13914,2,TECH,Java,ENGLISH,J2,DONE,"2022-06-09 11:33:44","2022-06-29 09:00:00",70.0,"Общались на основании результатов с прошлого прогона. Кандидат может общаться на английском, но все еще с ""подвисаниями"". Опять гуглил некоторые вопросы в процессе разговора, мы с ним обсудили этот момент,  сказал что постарается больше так не делать. По разговору нет ощущения уровня М. Сказал что сейчас довольно сильно загружен в целом, что означает что ему нужно больше времени на изучение всех пробелов. Задачу на лайв-коде решил, однако чутка усложнил решение. В целом - можно попробовать сходить на реальный собес, но шанс пройти его, как по мне - 50\50. А так пусть продолжает заниматься самообразованием.

Сильные стороны: 
1. git-flow
2. Spring Security

Рекомендации:
1. Продолжить и дочитать книгу. Книга - Крис Ричардсон - Микросервисы. Паттерны разработки и рефакторинга
2. Пройти курс по SQL - https://stepik.org/course/3203/info 
3. Почитать про CSRF
4. Почитать про Websockets and RPC and GraphQL",Backbase
1634,527,2704,842,SPT-13882,2,TECH,Angular,ENGLISH,J1,CANCEL,"2022-06-08 16:02:25","2022-05-25 15:26:00",,"Сильные стороны:

Слабые стороны:

",МАГНИТ
1635,538,4925,954,SPT-13567,2,TECH,QAAutomationJava,ENGLISH,J2,CANCEL,"2022-06-02 11:30:42","2022-06-15 23:00:00",,"Сильные стороны:

Слабые стороны:

",Backbase
1637,592,12193,488,SPT-15751,2,TECH,dotNET,ENGLISH,M2,DONE,"2022-07-19 08:58:38","2022-07-19 12:00:00",85.0,"Candidat has good knowledge level. Arina is ready for interviw with customer. I recomend to repeat missed topics, in particular arcitecture patterns

",Space (Neobank)
1638,475,7756,195,SPT-15749,4,TECH,React,RUSSIAN,,DONE,"2022-07-19 08:41:10","2022-07-20 12:00:00",95.0,"Сильные стороны: Достаточно высокий уровень знаний. Отвечает на вопросы уверенно.

Слабые стороны: Вероятно это только на тестовом прогоне, но слишком быстро говорила, что чего-то не знает. Скорее всего, чтобы сохранить время, но на будущее - лучше постараться размышлять, и как-то прийти к ответу. В целом все хорошо.

",Философия ИТ
1639,593,1939,335,SPT-15748,2,TECH,SystemAnalyst,RUSSIAN,S1,DONE,"2022-07-19 08:11:43","2022-07-19 15:00:00",70.0,"Общее впечатление: хороший опыт работы, релевантный к вакансии. Приятный в общении. На прогоне решил практические задачи: нарисовать BPMN для парковки, найти ошибку в BPMN, разложить в xml структуру бухбаланса.

Сильные стороны: отличный опыт работы, работал с xml, xsd, SOAP интеграцией, API Rest, есть опыт разработки, проектирования структуры БД, работа YAML

Слабые стороны: презентация своего опыта, по некоторым вопросам дает очень много контекста, который не релевантен к вопросу, из-за этого периодически уходит в сторону и не отвечает на вопрос по существу.",Сбер РБ - Домклик
1640,265,7667,457,SPT-15746,2,TECH,dotNET,ENGLISH,M3,DONE,"2022-07-19 07:37:28","2022-07-22 10:00:00",60.0,"Сильные стороны:
Good knowledge of SE in general: self-confident in topics he worked with. Good experience with microservices.

Слабые стороны:
The candidate has to reply to questions with direct answers. It is also better to revisit most of the topics to refresh knowledge. I would recommend to repeat interview in some time.
",Roibox
1641,594,4486,164,SPT-15762,2,TECH,iOS,RUSSIAN,M1,DONE,"2022-07-19 10:59:43","2022-07-20 11:00:00",70.0,"Сильные стороны:
Гит, свифт, многопоточка
Слабые стороны:
objc и все что с ним связанно, диспатчеризация, корДата
",МТС Диджитал
1651,355,4898,1389,SPT-15768,3,TECH,NodeJs,ENGLISH,,DONE,"2022-07-19 11:29:00","2022-07-21 06:00:00",75.0,"Сильные стороны:
how would you approach building a new REST api
What is REST API
JSON
what vulnerabilities do you know
how do you ensure your api is not vulnerable
How do you test your APIs
tell about normalization and denormalization of databases
Domain-Driven Design
Object.assign
Why we need SQL
TDD - why we need it
React How to provide communication between client and server (REST, gql etc.)

Слабые стороны:
TS Types
Type assertions
HATEOAS
what do you know about securing apis
Про архитектуру - расскажи какие типы бывают, чем отличаются, какой тип лучше и когда.
",Laba_Sales
1657,350,12202,1218,SPT-15800,3,TECH,Java,ENGLISH,M2,DONE,"2022-07-19 14:39:35","2022-07-22 09:00:00",66.0,"Сильные стороны: java core, spring core

Слабые стороны: aws services

",Quincus
1659,606,3926,331,SPT-15797,2,TECH,QAAutomationJS,ENGLISH,S1,DONE,"2022-07-19 14:25:09","2022-07-20 12:00:00",55.0,"Сильные стороны: manual testing, processess, basic automation theory

Слабые стороны: practice with automation tools, CI, Locators, Framework architecture, Criteria for Automation Testing Tool

",Laya Technologies
